"","LABID","new.fname","Sample","well","plate"
"1","z0005758","z0005758_Mnov_GTseek_022_002_PLT_2_R1.fastq","GTseek_022_384i5_002_PLT_2_5758_R1.fastq","002","2"
"2","z0005758","z0005758_Mnov_GTseek_022_002_PLT_2_R2.fastq","GTseek_022_384i5_002_PLT_2_5758_R2.fastq","002","2"
"3","z0016577","z0016577_Mnov_GTseek_022_004_PLT_2_R1.fastq","GTseek_022_384i5_004_PLT_2_16577_R1.fastq","004","2"
"4","z0016577","z0016577_Mnov_GTseek_022_004_PLT_2_R2.fastq","GTseek_022_384i5_004_PLT_2_16577_R2.fastq","004","2"
"5","z0016578","z0016578_Mnov_GTseek_022_006_PLT_2_R1.fastq","GTseek_022_384i5_006_PLT_2_16578_R1.fastq","006","2"
"6","z0016578","z0016578_Mnov_GTseek_022_006_PLT_2_R2.fastq","GTseek_022_384i5_006_PLT_2_16578_R2.fastq","006","2"
"7","z0029829","z0029829_Mnov_GTseek_022_008_PLT_2_R1.fastq","GTseek_022_384i5_008_PLT_2_29829_R1.fastq","008","2"
"8","z0029829","z0029829_Mnov_GTseek_022_008_PLT_2_R2.fastq","GTseek_022_384i5_008_PLT_2_29829_R2.fastq","008","2"
"9","z0029831","z0029831_Mnov_GTseek_022_010_PLT_2_R1.fastq","GTseek_022_384i5_010_PLT_2_29831_R1.fastq","010","2"
"10","z0029831","z0029831_Mnov_GTseek_022_010_PLT_2_R2.fastq","GTseek_022_384i5_010_PLT_2_29831_R2.fastq","010","2"
"11","z0029860","z0029860_Mnov_GTseek_022_012_PLT_2_R1.fastq","GTseek_022_384i5_012_PLT_2_29860_R1.fastq","012","2"
"12","z0029860","z0029860_Mnov_GTseek_022_012_PLT_2_R2.fastq","GTseek_022_384i5_012_PLT_2_29860_R2.fastq","012","2"
"13","z0029861","z0029861_Mnov_GTseek_022_014_PLT_2_R1.fastq","GTseek_022_384i5_014_PLT_2_29861_R1.fastq","014","2"
"14","z0029861","z0029861_Mnov_GTseek_022_014_PLT_2_R2.fastq","GTseek_022_384i5_014_PLT_2_29861_R2.fastq","014","2"
"15","z0029863","z0029863_Mnov_GTseek_022_016_PLT_2_R1.fastq","GTseek_022_384i5_016_PLT_2_29863_R1.fastq","016","2"
"16","z0029863","z0029863_Mnov_GTseek_022_016_PLT_2_R2.fastq","GTseek_022_384i5_016_PLT_2_29863_R2.fastq","016","2"
"17","z0029865","z0029865_Mnov_GTseek_022_018_PLT_2_R1.fastq","GTseek_022_384i5_018_PLT_2_29865_R1.fastq","018","2"
"18","z0029865","z0029865_Mnov_GTseek_022_018_PLT_2_R2.fastq","GTseek_022_384i5_018_PLT_2_29865_R2.fastq","018","2"
"19","z0029866","z0029866_Mnov_GTseek_022_020_PLT_2_R1.fastq","GTseek_022_384i5_020_PLT_2_29866_R1.fastq","020","2"
"20","z0029866","z0029866_Mnov_GTseek_022_020_PLT_2_R2.fastq","GTseek_022_384i5_020_PLT_2_29866_R2.fastq","020","2"
"21","z0029867","z0029867_Mnov_GTseek_022_022_PLT_2_R1.fastq","GTseek_022_384i5_022_PLT_2_29867_R1.fastq","022","2"
"22","z0029867","z0029867_Mnov_GTseek_022_022_PLT_2_R2.fastq","GTseek_022_384i5_022_PLT_2_29867_R2.fastq","022","2"
"23","z0037609","z0037609_Mnov_GTseek_022_024_PLT_2_R1.fastq","GTseek_022_384i5_024_PLT_2_37609_R1.fastq","024","2"
"24","z0037609","z0037609_Mnov_GTseek_022_024_PLT_2_R2.fastq","GTseek_022_384i5_024_PLT_2_37609_R2.fastq","024","2"
"25","z0037610","z0037610_Mnov_GTseek_022_026_PLT_2_R1.fastq","GTseek_022_384i5_026_PLT_2_37610_R1.fastq","026","2"
"26","z0037610","z0037610_Mnov_GTseek_022_026_PLT_2_R2.fastq","GTseek_022_384i5_026_PLT_2_37610_R2.fastq","026","2"
"27","z0037611","z0037611_Mnov_GTseek_022_028_PLT_2_R1.fastq","GTseek_022_384i5_028_PLT_2_37611_R1.fastq","028","2"
"28","z0037611","z0037611_Mnov_GTseek_022_028_PLT_2_R2.fastq","GTseek_022_384i5_028_PLT_2_37611_R2.fastq","028","2"
"29","z0037624","z0037624_Mnov_GTseek_022_030_PLT_2_R1.fastq","GTseek_022_384i5_030_PLT_2_37624_R1.fastq","030","2"
"30","z0037624","z0037624_Mnov_GTseek_022_030_PLT_2_R2.fastq","GTseek_022_384i5_030_PLT_2_37624_R2.fastq","030","2"
"31","z0045331","z0045331_Mnov_GTseek_022_032_PLT_2_R1.fastq","GTseek_022_384i5_032_PLT_2_45331_R1.fastq","032","2"
"32","z0045331","z0045331_Mnov_GTseek_022_032_PLT_2_R2.fastq","GTseek_022_384i5_032_PLT_2_45331_R2.fastq","032","2"
"33","z0045342","z0045342_Mnov_GTseek_022_034_PLT_2_R1.fastq","GTseek_022_384i5_034_PLT_2_45342_R1.fastq","034","2"
"34","z0045342","z0045342_Mnov_GTseek_022_034_PLT_2_R2.fastq","GTseek_022_384i5_034_PLT_2_45342_R2.fastq","034","2"
"35","z0045347","z0045347_Mnov_GTseek_022_036_PLT_2_R1.fastq","GTseek_022_384i5_036_PLT_2_45347_R1.fastq","036","2"
"36","z0045347","z0045347_Mnov_GTseek_022_036_PLT_2_R2.fastq","GTseek_022_384i5_036_PLT_2_45347_R2.fastq","036","2"
"37","z0045352","z0045352_Mnov_GTseek_022_038_PLT_2_R1.fastq","GTseek_022_384i5_038_PLT_2_45352_R1.fastq","038","2"
"38","z0045352","z0045352_Mnov_GTseek_022_038_PLT_2_R2.fastq","GTseek_022_384i5_038_PLT_2_45352_R2.fastq","038","2"
"39","z0045371","z0045371_Mnov_GTseek_022_040_PLT_2_R1.fastq","GTseek_022_384i5_040_PLT_2_45371_R1.fastq","040","2"
"40","z0045371","z0045371_Mnov_GTseek_022_040_PLT_2_R2.fastq","GTseek_022_384i5_040_PLT_2_45371_R2.fastq","040","2"
"41","z0045398","z0045398_Mnov_GTseek_022_042_PLT_2_R1.fastq","GTseek_022_384i5_042_PLT_2_45398_R1.fastq","042","2"
"42","z0045398","z0045398_Mnov_GTseek_022_042_PLT_2_R2.fastq","GTseek_022_384i5_042_PLT_2_45398_R2.fastq","042","2"
"43","z0045399","z0045399_Mnov_GTseek_022_044_PLT_2_R1.fastq","GTseek_022_384i5_044_PLT_2_45399_R1.fastq","044","2"
"44","z0045399","z0045399_Mnov_GTseek_022_044_PLT_2_R2.fastq","GTseek_022_384i5_044_PLT_2_45399_R2.fastq","044","2"
"45","z0045401","z0045401_Mnov_GTseek_022_046_PLT_2_R1.fastq","GTseek_022_384i5_046_PLT_2_45401_R1.fastq","046","2"
"46","z0045401","z0045401_Mnov_GTseek_022_046_PLT_2_R2.fastq","GTseek_022_384i5_046_PLT_2_45401_R2.fastq","046","2"
"47","z0045405","z0045405_Mnov_GTseek_022_048_PLT_2_R1.fastq","GTseek_022_384i5_048_PLT_2_45405_R1.fastq","048","2"
"48","z0045405","z0045405_Mnov_GTseek_022_048_PLT_2_R2.fastq","GTseek_022_384i5_048_PLT_2_45405_R2.fastq","048","2"
"49","z0045407","z0045407_Mnov_GTseek_022_050_PLT_2_R1.fastq","GTseek_022_384i5_050_PLT_2_45407_R1.fastq","050","2"
"50","z0045407","z0045407_Mnov_GTseek_022_050_PLT_2_R2.fastq","GTseek_022_384i5_050_PLT_2_45407_R2.fastq","050","2"
"51","z0045792","z0045792_Mnov_GTseek_022_052_PLT_2_R1.fastq","GTseek_022_384i5_052_PLT_2_45792_R1.fastq","052","2"
"52","z0045792","z0045792_Mnov_GTseek_022_052_PLT_2_R2.fastq","GTseek_022_384i5_052_PLT_2_45792_R2.fastq","052","2"
"53","z0051324","z0051324_Mnov_GTseek_022_054_PLT_2_R1.fastq","GTseek_022_384i5_054_PLT_2_51324_R1.fastq","054","2"
"54","z0051324","z0051324_Mnov_GTseek_022_054_PLT_2_R2.fastq","GTseek_022_384i5_054_PLT_2_51324_R2.fastq","054","2"
"55","z0051380","z0051380_Mnov_GTseek_022_056_PLT_2_R1.fastq","GTseek_022_384i5_056_PLT_2_51380_R1.fastq","056","2"
"56","z0051380","z0051380_Mnov_GTseek_022_056_PLT_2_R2.fastq","GTseek_022_384i5_056_PLT_2_51380_R2.fastq","056","2"
"57","z0051381","z0051381_Mnov_GTseek_022_058_PLT_2_R1.fastq","GTseek_022_384i5_058_PLT_2_51381_R1.fastq","058","2"
"58","z0051381","z0051381_Mnov_GTseek_022_058_PLT_2_R2.fastq","GTseek_022_384i5_058_PLT_2_51381_R2.fastq","058","2"
"59","z0051447","z0051447_Mnov_GTseek_022_060_PLT_2_R1.fastq","GTseek_022_384i5_060_PLT_2_51447_R1.fastq","060","2"
"60","z0051447","z0051447_Mnov_GTseek_022_060_PLT_2_R2.fastq","GTseek_022_384i5_060_PLT_2_51447_R2.fastq","060","2"
"61","z0051875","z0051875_Mnov_GTseek_022_062_PLT_2_R1.fastq","GTseek_022_384i5_062_PLT_2_51875_R1.fastq","062","2"
"62","z0051875","z0051875_Mnov_GTseek_022_062_PLT_2_R2.fastq","GTseek_022_384i5_062_PLT_2_51875_R2.fastq","062","2"
"63","z0051879","z0051879_Mnov_GTseek_022_064_PLT_2_R1.fastq","GTseek_022_384i5_064_PLT_2_51879_R1.fastq","064","2"
"64","z0051879","z0051879_Mnov_GTseek_022_064_PLT_2_R2.fastq","GTseek_022_384i5_064_PLT_2_51879_R2.fastq","064","2"
"65","z0051885","z0051885_Mnov_GTseek_022_066_PLT_2_R1.fastq","GTseek_022_384i5_066_PLT_2_51885_R1.fastq","066","2"
"66","z0051885","z0051885_Mnov_GTseek_022_066_PLT_2_R2.fastq","GTseek_022_384i5_066_PLT_2_51885_R2.fastq","066","2"
"67","z0051895","z0051895_Mnov_GTseek_022_068_PLT_2_R1.fastq","GTseek_022_384i5_068_PLT_2_51895_R1.fastq","068","2"
"68","z0051895","z0051895_Mnov_GTseek_022_068_PLT_2_R2.fastq","GTseek_022_384i5_068_PLT_2_51895_R2.fastq","068","2"
"69","z0051899","z0051899_Mnov_GTseek_022_070_PLT_2_R1.fastq","GTseek_022_384i5_070_PLT_2_51899_R1.fastq","070","2"
"70","z0051899","z0051899_Mnov_GTseek_022_070_PLT_2_R2.fastq","GTseek_022_384i5_070_PLT_2_51899_R2.fastq","070","2"
"71","z0051906","z0051906_Mnov_GTseek_022_072_PLT_2_R1.fastq","GTseek_022_384i5_072_PLT_2_51906_R1.fastq","072","2"
"72","z0051906","z0051906_Mnov_GTseek_022_072_PLT_2_R2.fastq","GTseek_022_384i5_072_PLT_2_51906_R2.fastq","072","2"
"73","z0051918","z0051918_Mnov_GTseek_022_074_PLT_2_R1.fastq","GTseek_022_384i5_074_PLT_2_51918_R1.fastq","074","2"
"74","z0051918","z0051918_Mnov_GTseek_022_074_PLT_2_R2.fastq","GTseek_022_384i5_074_PLT_2_51918_R2.fastq","074","2"
"75","z0051929","z0051929_Mnov_GTseek_022_076_PLT_2_R1.fastq","GTseek_022_384i5_076_PLT_2_51929_R1.fastq","076","2"
"76","z0051929","z0051929_Mnov_GTseek_022_076_PLT_2_R2.fastq","GTseek_022_384i5_076_PLT_2_51929_R2.fastq","076","2"
"77","z0051932","z0051932_Mnov_GTseek_022_078_PLT_2_R1.fastq","GTseek_022_384i5_078_PLT_2_51932_R1.fastq","078","2"
"78","z0051932","z0051932_Mnov_GTseek_022_078_PLT_2_R2.fastq","GTseek_022_384i5_078_PLT_2_51932_R2.fastq","078","2"
"79","z0051966","z0051966_Mnov_GTseek_022_080_PLT_2_R1.fastq","GTseek_022_384i5_080_PLT_2_51966_R1.fastq","080","2"
"80","z0051966","z0051966_Mnov_GTseek_022_080_PLT_2_R2.fastq","GTseek_022_384i5_080_PLT_2_51966_R2.fastq","080","2"
"81","z0051968","z0051968_Mnov_GTseek_022_082_PLT_2_R1.fastq","GTseek_022_384i5_082_PLT_2_51968_R1.fastq","082","2"
"82","z0051968","z0051968_Mnov_GTseek_022_082_PLT_2_R2.fastq","GTseek_022_384i5_082_PLT_2_51968_R2.fastq","082","2"
"83","z0053054","z0053054_Mnov_GTseek_022_084_PLT_2_R1.fastq","GTseek_022_384i5_084_PLT_2_53054_R1.fastq","084","2"
"84","z0053054","z0053054_Mnov_GTseek_022_084_PLT_2_R2.fastq","GTseek_022_384i5_084_PLT_2_53054_R2.fastq","084","2"
"85","z0053055","z0053055_Mnov_GTseek_022_086_PLT_2_R1.fastq","GTseek_022_384i5_086_PLT_2_53055_R1.fastq","086","2"
"86","z0053055","z0053055_Mnov_GTseek_022_086_PLT_2_R2.fastq","GTseek_022_384i5_086_PLT_2_53055_R2.fastq","086","2"
"87","z0053756","z0053756_Mnov_GTseek_022_088_PLT_2_R1.fastq","GTseek_022_384i5_088_PLT_2_53756_R1.fastq","088","2"
"88","z0053756","z0053756_Mnov_GTseek_022_088_PLT_2_R2.fastq","GTseek_022_384i5_088_PLT_2_53756_R2.fastq","088","2"
"89","z0053757","z0053757_Mnov_GTseek_022_090_PLT_2_R1.fastq","GTseek_022_384i5_090_PLT_2_53757_R1.fastq","090","2"
"90","z0053757","z0053757_Mnov_GTseek_022_090_PLT_2_R2.fastq","GTseek_022_384i5_090_PLT_2_53757_R2.fastq","090","2"
"91","z0053758","z0053758_Mnov_GTseek_022_092_PLT_2_R1.fastq","GTseek_022_384i5_092_PLT_2_53758_R1.fastq","092","2"
"92","z0053758","z0053758_Mnov_GTseek_022_092_PLT_2_R2.fastq","GTseek_022_384i5_092_PLT_2_53758_R2.fastq","092","2"
"93","z0053842","z0053842_Mnov_GTseek_022_094_PLT_2_R1.fastq","GTseek_022_384i5_094_PLT_2_53842_R1.fastq","094","2"
"94","z0053842","z0053842_Mnov_GTseek_022_094_PLT_2_R2.fastq","GTseek_022_384i5_094_PLT_2_53842_R2.fastq","094","2"
"95","z0053843","z0053843_Mnov_GTseek_022_096_PLT_2_R1.fastq","GTseek_022_384i5_096_PLT_2_53843_R1.fastq","096","2"
"96","z0053843","z0053843_Mnov_GTseek_022_096_PLT_2_R2.fastq","GTseek_022_384i5_096_PLT_2_53843_R2.fastq","096","2"
"97","z0053845","z0053845_Mnov_GTseek_022_098_PLT_2_R1.fastq","GTseek_022_384i5_098_PLT_2_53845_R1.fastq","098","2"
"98","z0053845","z0053845_Mnov_GTseek_022_098_PLT_2_R2.fastq","GTseek_022_384i5_098_PLT_2_53845_R2.fastq","098","2"
"99","z0056380","z0056380_Mnov_GTseek_022_100_PLT_2_R1.fastq","GTseek_022_384i5_100_PLT_2_56380_R1.fastq","100","2"
"100","z0056380","z0056380_Mnov_GTseek_022_100_PLT_2_R2.fastq","GTseek_022_384i5_100_PLT_2_56380_R2.fastq","100","2"
"101","z0056384","z0056384_Mnov_GTseek_022_102_PLT_2_R1.fastq","GTseek_022_384i5_102_PLT_2_56384_R1.fastq","102","2"
"102","z0056384","z0056384_Mnov_GTseek_022_102_PLT_2_R2.fastq","GTseek_022_384i5_102_PLT_2_56384_R2.fastq","102","2"
"103","z0056386","z0056386_Mnov_GTseek_022_104_PLT_2_R1.fastq","GTseek_022_384i5_104_PLT_2_56386_R1.fastq","104","2"
"104","z0056386","z0056386_Mnov_GTseek_022_104_PLT_2_R2.fastq","GTseek_022_384i5_104_PLT_2_56386_R2.fastq","104","2"
"105","z0056392","z0056392_Mnov_GTseek_022_106_PLT_2_R1.fastq","GTseek_022_384i5_106_PLT_2_56392_R1.fastq","106","2"
"106","z0056392","z0056392_Mnov_GTseek_022_106_PLT_2_R2.fastq","GTseek_022_384i5_106_PLT_2_56392_R2.fastq","106","2"
"107","z0056393","z0056393_Mnov_GTseek_022_108_PLT_2_R1.fastq","GTseek_022_384i5_108_PLT_2_56393_R1.fastq","108","2"
"108","z0056393","z0056393_Mnov_GTseek_022_108_PLT_2_R2.fastq","GTseek_022_384i5_108_PLT_2_56393_R2.fastq","108","2"
"109","z0056396","z0056396_Mnov_GTseek_022_110_PLT_2_R1.fastq","GTseek_022_384i5_110_PLT_2_56396_R1.fastq","110","2"
"110","z0056396","z0056396_Mnov_GTseek_022_110_PLT_2_R2.fastq","GTseek_022_384i5_110_PLT_2_56396_R2.fastq","110","2"
"111","z0061969","z0061969_Mnov_GTseek_022_112_PLT_2_R1.fastq","GTseek_022_384i5_112_PLT_2_61969_R1.fastq","112","2"
"112","z0061969","z0061969_Mnov_GTseek_022_112_PLT_2_R2.fastq","GTseek_022_384i5_112_PLT_2_61969_R2.fastq","112","2"
"113","z0061973","z0061973_Mnov_GTseek_022_114_PLT_2_R1.fastq","GTseek_022_384i5_114_PLT_2_61973_R1.fastq","114","2"
"114","z0061973","z0061973_Mnov_GTseek_022_114_PLT_2_R2.fastq","GTseek_022_384i5_114_PLT_2_61973_R2.fastq","114","2"
"115","z0061976","z0061976_Mnov_GTseek_022_116_PLT_2_R1.fastq","GTseek_022_384i5_116_PLT_2_61976_R1.fastq","116","2"
"116","z0061976","z0061976_Mnov_GTseek_022_116_PLT_2_R2.fastq","GTseek_022_384i5_116_PLT_2_61976_R2.fastq","116","2"
"117","z0061978","z0061978_Mnov_GTseek_022_118_PLT_2_R1.fastq","GTseek_022_384i5_118_PLT_2_61978_R1.fastq","118","2"
"118","z0061978","z0061978_Mnov_GTseek_022_118_PLT_2_R2.fastq","GTseek_022_384i5_118_PLT_2_61978_R2.fastq","118","2"
"119","z0101085","z0101085_Mnov_GTseek_022_120_PLT_2_R1.fastq","GTseek_022_384i5_120_PLT_2_101085_R1.fastq","120","2"
"120","z0101085","z0101085_Mnov_GTseek_022_120_PLT_2_R2.fastq","GTseek_022_384i5_120_PLT_2_101085_R2.fastq","120","2"
"121","z0101101","z0101101_Mnov_GTseek_022_122_PLT_2_R1.fastq","GTseek_022_384i5_122_PLT_2_101101_R1.fastq","122","2"
"122","z0101101","z0101101_Mnov_GTseek_022_122_PLT_2_R2.fastq","GTseek_022_384i5_122_PLT_2_101101_R2.fastq","122","2"
"123","z0108494","z0108494_Mnov_GTseek_022_124_PLT_2_R1.fastq","GTseek_022_384i5_124_PLT_2_108494_R1.fastq","124","2"
"124","z0108494","z0108494_Mnov_GTseek_022_124_PLT_2_R2.fastq","GTseek_022_384i5_124_PLT_2_108494_R2.fastq","124","2"
"125","z0108513","z0108513_Mnov_GTseek_022_126_PLT_2_R1.fastq","GTseek_022_384i5_126_PLT_2_108513_R1.fastq","126","2"
"126","z0108513","z0108513_Mnov_GTseek_022_126_PLT_2_R2.fastq","GTseek_022_384i5_126_PLT_2_108513_R2.fastq","126","2"
"127","z0108516","z0108516_Mnov_GTseek_022_128_PLT_2_R1.fastq","GTseek_022_384i5_128_PLT_2_108516_R1.fastq","128","2"
"128","z0108516","z0108516_Mnov_GTseek_022_128_PLT_2_R2.fastq","GTseek_022_384i5_128_PLT_2_108516_R2.fastq","128","2"
"129","z0175364","z0175364_Mnov_GTseek_022_130_PLT_2_R1.fastq","GTseek_022_384i5_130_PLT_2_175364_R1.fastq","130","2"
"130","z0175364","z0175364_Mnov_GTseek_022_130_PLT_2_R2.fastq","GTseek_022_384i5_130_PLT_2_175364_R2.fastq","130","2"
"131","z0175371","z0175371_Mnov_GTseek_022_132_PLT_2_R1.fastq","GTseek_022_384i5_132_PLT_2_175371_R1.fastq","132","2"
"132","z0175371","z0175371_Mnov_GTseek_022_132_PLT_2_R2.fastq","GTseek_022_384i5_132_PLT_2_175371_R2.fastq","132","2"
"133","z0005757","z0005757_Mnov_GTseek_022_134_PLT_2_R1.fastq","GTseek_022_384i5_134_PLT_2_5757_R1.fastq","134","2"
"134","z0005757","z0005757_Mnov_GTseek_022_134_PLT_2_R2.fastq","GTseek_022_384i5_134_PLT_2_5757_R2.fastq","134","2"
"135","z0011944","z0011944_Mnov_GTseek_022_136_PLT_2_R1.fastq","GTseek_022_384i5_136_PLT_2_11944_R1.fastq","136","2"
"136","z0011944","z0011944_Mnov_GTseek_022_136_PLT_2_R2.fastq","GTseek_022_384i5_136_PLT_2_11944_R2.fastq","136","2"
"137","z0016579","z0016579_Mnov_GTseek_022_138_PLT_2_R1.fastq","GTseek_022_384i5_138_PLT_2_16579_R1.fastq","138","2"
"138","z0016579","z0016579_Mnov_GTseek_022_138_PLT_2_R2.fastq","GTseek_022_384i5_138_PLT_2_16579_R2.fastq","138","2"
"139","z0029833","z0029833_Mnov_GTseek_022_140_PLT_2_R1.fastq","GTseek_022_384i5_140_PLT_2_29833_R1.fastq","140","2"
"140","z0029833","z0029833_Mnov_GTseek_022_140_PLT_2_R2.fastq","GTseek_022_384i5_140_PLT_2_29833_R2.fastq","140","2"
"141","z0037607","z0037607_Mnov_GTseek_022_142_PLT_2_R1.fastq","GTseek_022_384i5_142_PLT_2_37607_R1.fastq","142","2"
"142","z0037607","z0037607_Mnov_GTseek_022_142_PLT_2_R2.fastq","GTseek_022_384i5_142_PLT_2_37607_R2.fastq","142","2"
"143","z0045326","z0045326_Mnov_GTseek_022_144_PLT_2_R1.fastq","GTseek_022_384i5_144_PLT_2_45326_R1.fastq","144","2"
"144","z0045326","z0045326_Mnov_GTseek_022_144_PLT_2_R2.fastq","GTseek_022_384i5_144_PLT_2_45326_R2.fastq","144","2"
"145","z0045329","z0045329_Mnov_GTseek_022_146_PLT_2_R1.fastq","GTseek_022_384i5_146_PLT_2_45329_R1.fastq","146","2"
"146","z0045329","z0045329_Mnov_GTseek_022_146_PLT_2_R2.fastq","GTseek_022_384i5_146_PLT_2_45329_R2.fastq","146","2"
"147","z0045332","z0045332_Mnov_GTseek_022_148_PLT_2_R1.fastq","GTseek_022_384i5_148_PLT_2_45332_R1.fastq","148","2"
"148","z0045332","z0045332_Mnov_GTseek_022_148_PLT_2_R2.fastq","GTseek_022_384i5_148_PLT_2_45332_R2.fastq","148","2"
"149","z0045337","z0045337_Mnov_GTseek_022_150_PLT_2_R1.fastq","GTseek_022_384i5_150_PLT_2_45337_R1.fastq","150","2"
"150","z0045337","z0045337_Mnov_GTseek_022_150_PLT_2_R2.fastq","GTseek_022_384i5_150_PLT_2_45337_R2.fastq","150","2"
"151","z0045357","z0045357_Mnov_GTseek_022_152_PLT_2_R1.fastq","GTseek_022_384i5_152_PLT_2_45357_R1.fastq","152","2"
"152","z0045357","z0045357_Mnov_GTseek_022_152_PLT_2_R2.fastq","GTseek_022_384i5_152_PLT_2_45357_R2.fastq","152","2"
"153","z0045358","z0045358_Mnov_GTseek_022_154_PLT_2_R1.fastq","GTseek_022_384i5_154_PLT_2_45358_R1.fastq","154","2"
"154","z0045358","z0045358_Mnov_GTseek_022_154_PLT_2_R2.fastq","GTseek_022_384i5_154_PLT_2_45358_R2.fastq","154","2"
"155","z0045793","z0045793_Mnov_GTseek_022_156_PLT_2_R1.fastq","GTseek_022_384i5_156_PLT_2_45793_R1.fastq","156","2"
"156","z0045793","z0045793_Mnov_GTseek_022_156_PLT_2_R2.fastq","GTseek_022_384i5_156_PLT_2_45793_R2.fastq","156","2"
"157","z0049019","z0049019_Mnov_GTseek_022_158_PLT_2_R1.fastq","GTseek_022_384i5_158_PLT_2_49019_R1.fastq","158","2"
"158","z0049019","z0049019_Mnov_GTseek_022_158_PLT_2_R2.fastq","GTseek_022_384i5_158_PLT_2_49019_R2.fastq","158","2"
"159","z0049020","z0049020_Mnov_GTseek_022_160_PLT_2_R1.fastq","GTseek_022_384i5_160_PLT_2_49020_R1.fastq","160","2"
"160","z0049020","z0049020_Mnov_GTseek_022_160_PLT_2_R2.fastq","GTseek_022_384i5_160_PLT_2_49020_R2.fastq","160","2"
"161","z0051400","z0051400_Mnov_GTseek_022_162_PLT_2_R1.fastq","GTseek_022_384i5_162_PLT_2_51400_R1.fastq","162","2"
"162","z0051400","z0051400_Mnov_GTseek_022_162_PLT_2_R2.fastq","GTseek_022_384i5_162_PLT_2_51400_R2.fastq","162","2"
"163","z0051402","z0051402_Mnov_GTseek_022_164_PLT_2_R1.fastq","GTseek_022_384i5_164_PLT_2_51402_R1.fastq","164","2"
"164","z0051402","z0051402_Mnov_GTseek_022_164_PLT_2_R2.fastq","GTseek_022_384i5_164_PLT_2_51402_R2.fastq","164","2"
"165","z0051428","z0051428_Mnov_GTseek_022_166_PLT_2_R1.fastq","GTseek_022_384i5_166_PLT_2_51428_R1.fastq","166","2"
"166","z0051428","z0051428_Mnov_GTseek_022_166_PLT_2_R2.fastq","GTseek_022_384i5_166_PLT_2_51428_R2.fastq","166","2"
"167","z0051893","z0051893_Mnov_GTseek_022_168_PLT_2_R1.fastq","GTseek_022_384i5_168_PLT_2_51893_R1.fastq","168","2"
"168","z0051893","z0051893_Mnov_GTseek_022_168_PLT_2_R2.fastq","GTseek_022_384i5_168_PLT_2_51893_R2.fastq","168","2"
"169","z0051947","z0051947_Mnov_GTseek_022_170_PLT_2_R1.fastq","GTseek_022_384i5_170_PLT_2_51947_R1.fastq","170","2"
"170","z0051947","z0051947_Mnov_GTseek_022_170_PLT_2_R2.fastq","GTseek_022_384i5_170_PLT_2_51947_R2.fastq","170","2"
"171","z0029861","z0029861_Mnov_GTseek_022_172_PLT_2_R1.fastq","GTseek_022_384i5_172_PLT_2_29861_R1.fastq","172","2"
"172","z0029861","z0029861_Mnov_GTseek_022_172_PLT_2_R2.fastq","GTseek_022_384i5_172_PLT_2_29861_R2.fastq","172","2"
"173","z0029866","z0029866_Mnov_GTseek_022_174_PLT_2_R1.fastq","GTseek_022_384i5_174_PLT_2_29866_R1.fastq","174","2"
"174","z0029866","z0029866_Mnov_GTseek_022_174_PLT_2_R2.fastq","GTseek_022_384i5_174_PLT_2_29866_R2.fastq","174","2"
"175","z0045398","z0045398_Mnov_GTseek_022_176_PLT_2_R1.fastq","GTseek_022_384i5_176_PLT_2_45398_R1.fastq","176","2"
"176","z0045398","z0045398_Mnov_GTseek_022_176_PLT_2_R2.fastq","GTseek_022_384i5_176_PLT_2_45398_R2.fastq","176","2"
"177","z0051380","z0051380_Mnov_GTseek_022_178_PLT_2_R1.fastq","GTseek_022_384i5_178_PLT_2_51380_R1.fastq","178","2"
"178","z0051380","z0051380_Mnov_GTseek_022_178_PLT_2_R2.fastq","GTseek_022_384i5_178_PLT_2_51380_R2.fastq","178","2"
"179","z0051966","z0051966_Mnov_GTseek_022_180_PLT_2_R1.fastq","GTseek_022_384i5_180_PLT_2_51966_R1.fastq","180","2"
"180","z0051966","z0051966_Mnov_GTseek_022_180_PLT_2_R2.fastq","GTseek_022_384i5_180_PLT_2_51966_R2.fastq","180","2"
"181","z0053055","z0053055_Mnov_GTseek_022_182_PLT_2_R1.fastq","GTseek_022_384i5_182_PLT_2_53055_R1.fastq","182","2"
"182","z0053055","z0053055_Mnov_GTseek_022_182_PLT_2_R2.fastq","GTseek_022_384i5_182_PLT_2_53055_R2.fastq","182","2"
"183","z0056392","z0056392_Mnov_GTseek_022_184_PLT_2_R1.fastq","GTseek_022_384i5_184_PLT_2_56392_R1.fastq","184","2"
"184","z0056392","z0056392_Mnov_GTseek_022_184_PLT_2_R2.fastq","GTseek_022_384i5_184_PLT_2_56392_R2.fastq","184","2"
"185","z0108513","z0108513_Mnov_GTseek_022_186_PLT_2_R1.fastq","GTseek_022_384i5_186_PLT_2_108513_R1.fastq","186","2"
"186","z0108513","z0108513_Mnov_GTseek_022_186_PLT_2_R2.fastq","GTseek_022_384i5_186_PLT_2_108513_R2.fastq","186","2"
"187","z0029833","z0029833_Mnov_GTseek_022_188_PLT_2_R1.fastq","GTseek_022_384i5_188_PLT_2_29833_R1.fastq","188","2"
"188","z0029833","z0029833_Mnov_GTseek_022_188_PLT_2_R2.fastq","GTseek_022_384i5_188_PLT_2_29833_R2.fastq","188","2"
