"","LABID","new.fname","Sample","well","plate"
"440","z0195736","z0195736_Mnov_GTseek_024_247_PLT_4_R2.fastq","GTseek_024_384i5_247_PLT_4_195736_R2.fastq","247","4"
"441","z0195737","z0195737_Mnov_GTseek_024_249_PLT_4_R1.fastq","GTseek_024_384i5_249_PLT_4_195737_R1.fastq","249","4"
"442","z0195737","z0195737_Mnov_GTseek_024_249_PLT_4_R2.fastq","GTseek_024_384i5_249_PLT_4_195737_R2.fastq","249","4"
"443","z0195738","z0195738_Mnov_GTseek_024_251_PLT_4_R1.fastq","GTseek_024_384i5_251_PLT_4_195738_R1.fastq","251","4"
"444","z0195738","z0195738_Mnov_GTseek_024_251_PLT_4_R2.fastq","GTseek_024_384i5_251_PLT_4_195738_R2.fastq","251","4"
"445","z0195739","z0195739_Mnov_GTseek_024_253_PLT_4_R1.fastq","GTseek_024_384i5_253_PLT_4_195739_R1.fastq","253","4"
"446","z0195739","z0195739_Mnov_GTseek_024_253_PLT_4_R2.fastq","GTseek_024_384i5_253_PLT_4_195739_R2.fastq","253","4"
"447","z0195740","z0195740_Mnov_GTseek_024_255_PLT_4_R1.fastq","GTseek_024_384i5_255_PLT_4_195740_R1.fastq","255","4"
"448","z0195740","z0195740_Mnov_GTseek_024_255_PLT_4_R2.fastq","GTseek_024_384i5_255_PLT_4_195740_R2.fastq","255","4"
"449","z0195741","z0195741_Mnov_GTseek_024_257_PLT_4_R1.fastq","GTseek_024_384i5_257_PLT_4_195741_R1.fastq","257","4"
"450","z0195741","z0195741_Mnov_GTseek_024_257_PLT_4_R2.fastq","GTseek_024_384i5_257_PLT_4_195741_R2.fastq","257","4"
"451","z0195742","z0195742_Mnov_GTseek_024_259_PLT_4_R1.fastq","GTseek_024_384i5_259_PLT_4_195742_R1.fastq","259","4"
"452","z0195742","z0195742_Mnov_GTseek_024_259_PLT_4_R2.fastq","GTseek_024_384i5_259_PLT_4_195742_R2.fastq","259","4"
"453","z0195743","z0195743_Mnov_GTseek_024_261_PLT_4_R1.fastq","GTseek_024_384i5_261_PLT_4_195743_R1.fastq","261","4"
"454","z0195743","z0195743_Mnov_GTseek_024_261_PLT_4_R2.fastq","GTseek_024_384i5_261_PLT_4_195743_R2.fastq","261","4"
"455","z0195748","z0195748_Mnov_GTseek_024_263_PLT_4_R1.fastq","GTseek_024_384i5_263_PLT_4_195748_R1.fastq","263","4"
"456","z0195748","z0195748_Mnov_GTseek_024_263_PLT_4_R2.fastq","GTseek_024_384i5_263_PLT_4_195748_R2.fastq","263","4"
"457","z0195749","z0195749_Mnov_GTseek_024_265_PLT_4_R1.fastq","GTseek_024_384i5_265_PLT_4_195749_R1.fastq","265","4"
"458","z0195749","z0195749_Mnov_GTseek_024_265_PLT_4_R2.fastq","GTseek_024_384i5_265_PLT_4_195749_R2.fastq","265","4"
"459","z0195750","z0195750_Mnov_GTseek_024_267_PLT_4_R1.fastq","GTseek_024_384i5_267_PLT_4_195750_R1.fastq","267","4"
"460","z0195750","z0195750_Mnov_GTseek_024_267_PLT_4_R2.fastq","GTseek_024_384i5_267_PLT_4_195750_R2.fastq","267","4"
"461","z0195751","z0195751_Mnov_GTseek_024_269_PLT_4_R1.fastq","GTseek_024_384i5_269_PLT_4_195751_R1.fastq","269","4"
"462","z0195751","z0195751_Mnov_GTseek_024_269_PLT_4_R2.fastq","GTseek_024_384i5_269_PLT_4_195751_R2.fastq","269","4"
"463","z0195753","z0195753_Mnov_GTseek_024_271_PLT_4_R1.fastq","GTseek_024_384i5_271_PLT_4_195753_R1.fastq","271","4"
"464","z0195753","z0195753_Mnov_GTseek_024_271_PLT_4_R2.fastq","GTseek_024_384i5_271_PLT_4_195753_R2.fastq","271","4"
"465","z0195754","z0195754_Mnov_GTseek_024_273_PLT_4_R1.fastq","GTseek_024_384i5_273_PLT_4_195754_R1.fastq","273","4"
"466","z0195754","z0195754_Mnov_GTseek_024_273_PLT_4_R2.fastq","GTseek_024_384i5_273_PLT_4_195754_R2.fastq","273","4"
"467","z0195755","z0195755_Mnov_GTseek_024_275_PLT_4_R1.fastq","GTseek_024_384i5_275_PLT_4_195755_R1.fastq","275","4"
"468","z0195755","z0195755_Mnov_GTseek_024_275_PLT_4_R2.fastq","GTseek_024_384i5_275_PLT_4_195755_R2.fastq","275","4"
"469","z0195756","z0195756_Mnov_GTseek_024_277_PLT_4_R1.fastq","GTseek_024_384i5_277_PLT_4_195756_R1.fastq","277","4"
"470","z0195756","z0195756_Mnov_GTseek_024_277_PLT_4_R2.fastq","GTseek_024_384i5_277_PLT_4_195756_R2.fastq","277","4"
"471","z0195757","z0195757_Mnov_GTseek_024_279_PLT_4_R1.fastq","GTseek_024_384i5_279_PLT_4_195757_R1.fastq","279","4"
"472","z0195757","z0195757_Mnov_GTseek_024_279_PLT_4_R2.fastq","GTseek_024_384i5_279_PLT_4_195757_R2.fastq","279","4"
"473","z0195758","z0195758_Mnov_GTseek_024_281_PLT_4_R1.fastq","GTseek_024_384i5_281_PLT_4_195758_R1.fastq","281","4"
"474","z0195758","z0195758_Mnov_GTseek_024_281_PLT_4_R2.fastq","GTseek_024_384i5_281_PLT_4_195758_R2.fastq","281","4"
"475","z0195759","z0195759_Mnov_GTseek_024_283_PLT_4_R1.fastq","GTseek_024_384i5_283_PLT_4_195759_R1.fastq","283","4"
"476","z0195759","z0195759_Mnov_GTseek_024_283_PLT_4_R2.fastq","GTseek_024_384i5_283_PLT_4_195759_R2.fastq","283","4"
"477","z0195760","z0195760_Mnov_GTseek_024_285_PLT_4_R1.fastq","GTseek_024_384i5_285_PLT_4_195760_R1.fastq","285","4"
"478","z0195760","z0195760_Mnov_GTseek_024_285_PLT_4_R2.fastq","GTseek_024_384i5_285_PLT_4_195760_R2.fastq","285","4"
"479","z0195761","z0195761_Mnov_GTseek_024_287_PLT_4_R1.fastq","GTseek_024_384i5_287_PLT_4_195761_R1.fastq","287","4"
"480","z0195761","z0195761_Mnov_GTseek_024_287_PLT_4_R2.fastq","GTseek_024_384i5_287_PLT_4_195761_R2.fastq","287","4"
"481","z0195763","z0195763_Mnov_GTseek_024_289_PLT_4_R1.fastq","GTseek_024_384i5_289_PLT_4_195763_R1.fastq","289","4"
"482","z0195763","z0195763_Mnov_GTseek_024_289_PLT_4_R2.fastq","GTseek_024_384i5_289_PLT_4_195763_R2.fastq","289","4"
"483","z0195764","z0195764_Mnov_GTseek_024_291_PLT_4_R1.fastq","GTseek_024_384i5_291_PLT_4_195764_R1.fastq","291","4"
"484","z0195764","z0195764_Mnov_GTseek_024_291_PLT_4_R2.fastq","GTseek_024_384i5_291_PLT_4_195764_R2.fastq","291","4"
"485","z0195766","z0195766_Mnov_GTseek_024_293_PLT_4_R1.fastq","GTseek_024_384i5_293_PLT_4_195766_R1.fastq","293","4"
"486","z0195766","z0195766_Mnov_GTseek_024_293_PLT_4_R2.fastq","GTseek_024_384i5_293_PLT_4_195766_R2.fastq","293","4"
"487","z0195769","z0195769_Mnov_GTseek_024_295_PLT_4_R1.fastq","GTseek_024_384i5_295_PLT_4_195769_R1.fastq","295","4"
"488","z0195769","z0195769_Mnov_GTseek_024_295_PLT_4_R2.fastq","GTseek_024_384i5_295_PLT_4_195769_R2.fastq","295","4"
"489","z0195770","z0195770_Mnov_GTseek_024_297_PLT_4_R1.fastq","GTseek_024_384i5_297_PLT_4_195770_R1.fastq","297","4"
"490","z0195770","z0195770_Mnov_GTseek_024_297_PLT_4_R2.fastq","GTseek_024_384i5_297_PLT_4_195770_R2.fastq","297","4"
"491","z0195771","z0195771_Mnov_GTseek_024_299_PLT_4_R1.fastq","GTseek_024_384i5_299_PLT_4_195771_R1.fastq","299","4"
"492","z0195771","z0195771_Mnov_GTseek_024_299_PLT_4_R2.fastq","GTseek_024_384i5_299_PLT_4_195771_R2.fastq","299","4"
"493","z0195772","z0195772_Mnov_GTseek_024_301_PLT_4_R1.fastq","GTseek_024_384i5_301_PLT_4_195772_R1.fastq","301","4"
"494","z0195772","z0195772_Mnov_GTseek_024_301_PLT_4_R2.fastq","GTseek_024_384i5_301_PLT_4_195772_R2.fastq","301","4"
"495","z0195773","z0195773_Mnov_GTseek_024_303_PLT_4_R1.fastq","GTseek_024_384i5_303_PLT_4_195773_R1.fastq","303","4"
"496","z0195773","z0195773_Mnov_GTseek_024_303_PLT_4_R2.fastq","GTseek_024_384i5_303_PLT_4_195773_R2.fastq","303","4"
"497","z0195775","z0195775_Mnov_GTseek_024_305_PLT_4_R1.fastq","GTseek_024_384i5_305_PLT_4_195775_R1.fastq","305","4"
"498","z0195775","z0195775_Mnov_GTseek_024_305_PLT_4_R2.fastq","GTseek_024_384i5_305_PLT_4_195775_R2.fastq","305","4"
"499","z0195776","z0195776_Mnov_GTseek_024_307_PLT_4_R1.fastq","GTseek_024_384i5_307_PLT_4_195776_R1.fastq","307","4"
"500","z0195776","z0195776_Mnov_GTseek_024_307_PLT_4_R2.fastq","GTseek_024_384i5_307_PLT_4_195776_R2.fastq","307","4"
"501","z0195777","z0195777_Mnov_GTseek_024_309_PLT_4_R1.fastq","GTseek_024_384i5_309_PLT_4_195777_R1.fastq","309","4"
"502","z0195777","z0195777_Mnov_GTseek_024_309_PLT_4_R2.fastq","GTseek_024_384i5_309_PLT_4_195777_R2.fastq","309","4"
"503","z0195778","z0195778_Mnov_GTseek_024_311_PLT_4_R1.fastq","GTseek_024_384i5_311_PLT_4_195778_R1.fastq","311","4"
"504","z0195778","z0195778_Mnov_GTseek_024_311_PLT_4_R2.fastq","GTseek_024_384i5_311_PLT_4_195778_R2.fastq","311","4"
"505","z0195779","z0195779_Mnov_GTseek_024_313_PLT_4_R1.fastq","GTseek_024_384i5_313_PLT_4_195779_R1.fastq","313","4"
"506","z0195779","z0195779_Mnov_GTseek_024_313_PLT_4_R2.fastq","GTseek_024_384i5_313_PLT_4_195779_R2.fastq","313","4"
"507","z0195780","z0195780_Mnov_GTseek_024_315_PLT_4_R1.fastq","GTseek_024_384i5_315_PLT_4_195780_R1.fastq","315","4"
"508","z0195780","z0195780_Mnov_GTseek_024_315_PLT_4_R2.fastq","GTseek_024_384i5_315_PLT_4_195780_R2.fastq","315","4"
"509","z0195781","z0195781_Mnov_GTseek_024_317_PLT_4_R1.fastq","GTseek_024_384i5_317_PLT_4_195781_R1.fastq","317","4"
"510","z0195781","z0195781_Mnov_GTseek_024_317_PLT_4_R2.fastq","GTseek_024_384i5_317_PLT_4_195781_R2.fastq","317","4"
"511","z0195782","z0195782_Mnov_GTseek_024_319_PLT_4_R1.fastq","GTseek_024_384i5_319_PLT_4_195782_R1.fastq","319","4"
"512","z0195782","z0195782_Mnov_GTseek_024_319_PLT_4_R2.fastq","GTseek_024_384i5_319_PLT_4_195782_R2.fastq","319","4"
"513","z0195783","z0195783_Mnov_GTseek_024_321_PLT_4_R1.fastq","GTseek_024_384i5_321_PLT_4_195783_R1.fastq","321","4"
"514","z0195783","z0195783_Mnov_GTseek_024_321_PLT_4_R2.fastq","GTseek_024_384i5_321_PLT_4_195783_R2.fastq","321","4"
"515","z0195786","z0195786_Mnov_GTseek_024_323_PLT_4_R1.fastq","GTseek_024_384i5_323_PLT_4_195786_R1.fastq","323","4"
"516","z0195786","z0195786_Mnov_GTseek_024_323_PLT_4_R2.fastq","GTseek_024_384i5_323_PLT_4_195786_R2.fastq","323","4"
"517","z0195787","z0195787_Mnov_GTseek_024_325_PLT_4_R1.fastq","GTseek_024_384i5_325_PLT_4_195787_R1.fastq","325","4"
"518","z0195787","z0195787_Mnov_GTseek_024_325_PLT_4_R2.fastq","GTseek_024_384i5_325_PLT_4_195787_R2.fastq","325","4"
"519","z0195791","z0195791_Mnov_GTseek_024_327_PLT_4_R1.fastq","GTseek_024_384i5_327_PLT_4_195791_R1.fastq","327","4"
"520","z0195791","z0195791_Mnov_GTseek_024_327_PLT_4_R2.fastq","GTseek_024_384i5_327_PLT_4_195791_R2.fastq","327","4"
"521","z0196707","z0196707_Mnov_GTseek_024_329_PLT_4_R1.fastq","GTseek_024_384i5_329_PLT_4_196707_R1.fastq","329","4"
"522","z0196707","z0196707_Mnov_GTseek_024_329_PLT_4_R2.fastq","GTseek_024_384i5_329_PLT_4_196707_R2.fastq","329","4"
"523","z0196708","z0196708_Mnov_GTseek_024_331_PLT_4_R1.fastq","GTseek_024_384i5_331_PLT_4_196708_R1.fastq","331","4"
"524","z0196708","z0196708_Mnov_GTseek_024_331_PLT_4_R2.fastq","GTseek_024_384i5_331_PLT_4_196708_R2.fastq","331","4"
"525","z0196709","z0196709_Mnov_GTseek_024_333_PLT_4_R1.fastq","GTseek_024_384i5_333_PLT_4_196709_R1.fastq","333","4"
"526","z0196709","z0196709_Mnov_GTseek_024_333_PLT_4_R2.fastq","GTseek_024_384i5_333_PLT_4_196709_R2.fastq","333","4"
"527","z0196710","z0196710_Mnov_GTseek_024_335_PLT_4_R1.fastq","GTseek_024_384i5_335_PLT_4_196710_R1.fastq","335","4"
"528","z0196710","z0196710_Mnov_GTseek_024_335_PLT_4_R2.fastq","GTseek_024_384i5_335_PLT_4_196710_R2.fastq","335","4"
"529","z0196711","z0196711_Mnov_GTseek_024_337_PLT_4_R1.fastq","GTseek_024_384i5_337_PLT_4_196711_R1.fastq","337","4"
"530","z0196711","z0196711_Mnov_GTseek_024_337_PLT_4_R2.fastq","GTseek_024_384i5_337_PLT_4_196711_R2.fastq","337","4"
"531","z0196713","z0196713_Mnov_GTseek_024_339_PLT_4_R1.fastq","GTseek_024_384i5_339_PLT_4_196713_R1.fastq","339","4"
"532","z0196713","z0196713_Mnov_GTseek_024_339_PLT_4_R2.fastq","GTseek_024_384i5_339_PLT_4_196713_R2.fastq","339","4"
"533","z0196714","z0196714_Mnov_GTseek_024_341_PLT_4_R1.fastq","GTseek_024_384i5_341_PLT_4_196714_R1.fastq","341","4"
"534","z0196714","z0196714_Mnov_GTseek_024_341_PLT_4_R2.fastq","GTseek_024_384i5_341_PLT_4_196714_R2.fastq","341","4"
"535","z0196715","z0196715_Mnov_GTseek_024_343_PLT_4_R1.fastq","GTseek_024_384i5_343_PLT_4_196715_R1.fastq","343","4"
"536","z0196715","z0196715_Mnov_GTseek_024_343_PLT_4_R2.fastq","GTseek_024_384i5_343_PLT_4_196715_R2.fastq","343","4"
"537","z0196718","z0196718_Mnov_GTseek_024_345_PLT_4_R1.fastq","GTseek_024_384i5_345_PLT_4_196718_R1.fastq","345","4"
"538","z0196718","z0196718_Mnov_GTseek_024_345_PLT_4_R2.fastq","GTseek_024_384i5_345_PLT_4_196718_R2.fastq","345","4"
"539","z0196721","z0196721_Mnov_GTseek_024_347_PLT_4_R1.fastq","GTseek_024_384i5_347_PLT_4_196721_R1.fastq","347","4"
"540","z0196721","z0196721_Mnov_GTseek_024_347_PLT_4_R2.fastq","GTseek_024_384i5_347_PLT_4_196721_R2.fastq","347","4"
"541","z0196722","z0196722_Mnov_GTseek_024_349_PLT_4_R1.fastq","GTseek_024_384i5_349_PLT_4_196722_R1.fastq","349","4"
"542","z0196722","z0196722_Mnov_GTseek_024_349_PLT_4_R2.fastq","GTseek_024_384i5_349_PLT_4_196722_R2.fastq","349","4"
"543","z0196723","z0196723_Mnov_GTseek_024_351_PLT_4_R1.fastq","GTseek_024_384i5_351_PLT_4_196723_R1.fastq","351","4"
"544","z0196723","z0196723_Mnov_GTseek_024_351_PLT_4_R2.fastq","GTseek_024_384i5_351_PLT_4_196723_R2.fastq","351","4"
"545","z0196724","z0196724_Mnov_GTseek_024_353_PLT_4_R1.fastq","GTseek_024_384i5_353_PLT_4_196724_R1.fastq","353","4"
"546","z0196724","z0196724_Mnov_GTseek_024_353_PLT_4_R2.fastq","GTseek_024_384i5_353_PLT_4_196724_R2.fastq","353","4"
"547","z0196725","z0196725_Mnov_GTseek_024_355_PLT_4_R1.fastq","GTseek_024_384i5_355_PLT_4_196725_R1.fastq","355","4"
"548","z0196725","z0196725_Mnov_GTseek_024_355_PLT_4_R2.fastq","GTseek_024_384i5_355_PLT_4_196725_R2.fastq","355","4"
"549","z0196726","z0196726_Mnov_GTseek_024_357_PLT_4_R1.fastq","GTseek_024_384i5_357_PLT_4_196726_R1.fastq","357","4"
"550","z0196726","z0196726_Mnov_GTseek_024_357_PLT_4_R2.fastq","GTseek_024_384i5_357_PLT_4_196726_R2.fastq","357","4"
"551","z0196727","z0196727_Mnov_GTseek_024_359_PLT_4_R1.fastq","GTseek_024_384i5_359_PLT_4_196727_R1.fastq","359","4"
"552","z0196727","z0196727_Mnov_GTseek_024_359_PLT_4_R2.fastq","GTseek_024_384i5_359_PLT_4_196727_R2.fastq","359","4"
"553","z0196728","z0196728_Mnov_GTseek_024_361_PLT_4_R1.fastq","GTseek_024_384i5_361_PLT_4_196728_R1.fastq","361","4"
"554","z0196728","z0196728_Mnov_GTseek_024_361_PLT_4_R2.fastq","GTseek_024_384i5_361_PLT_4_196728_R2.fastq","361","4"
"555","z0195708","z0195708_Mnov_GTseek_024_363_PLT_4_R1.fastq","GTseek_024_384i5_363_PLT_4_195708_R1.fastq","363","4"
"556","z0195708","z0195708_Mnov_GTseek_024_363_PLT_4_R2.fastq","GTseek_024_384i5_363_PLT_4_195708_R2.fastq","363","4"
"557","z0195720","z0195720_Mnov_GTseek_024_365_PLT_4_R1.fastq","GTseek_024_384i5_365_PLT_4_195720_R1.fastq","365","4"
"558","z0195720","z0195720_Mnov_GTseek_024_365_PLT_4_R2.fastq","GTseek_024_384i5_365_PLT_4_195720_R2.fastq","365","4"
"559","z0195724","z0195724_Mnov_GTseek_024_367_PLT_4_R1.fastq","GTseek_024_384i5_367_PLT_4_195724_R1.fastq","367","4"
"560","z0195724","z0195724_Mnov_GTseek_024_367_PLT_4_R2.fastq","GTseek_024_384i5_367_PLT_4_195724_R2.fastq","367","4"
"561","z0195735","z0195735_Mnov_GTseek_024_369_PLT_4_R1.fastq","GTseek_024_384i5_369_PLT_4_195735_R1.fastq","369","4"
"562","z0195735","z0195735_Mnov_GTseek_024_369_PLT_4_R2.fastq","GTseek_024_384i5_369_PLT_4_195735_R2.fastq","369","4"
"563","z0195753","z0195753_Mnov_GTseek_024_371_PLT_4_R1.fastq","GTseek_024_384i5_371_PLT_4_195753_R1.fastq","371","4"
"564","z0195753","z0195753_Mnov_GTseek_024_371_PLT_4_R2.fastq","GTseek_024_384i5_371_PLT_4_195753_R2.fastq","371","4"
"565","z0195757","z0195757_Mnov_GTseek_024_373_PLT_4_R1.fastq","GTseek_024_384i5_373_PLT_4_195757_R1.fastq","373","4"
"566","z0195757","z0195757_Mnov_GTseek_024_373_PLT_4_R2.fastq","GTseek_024_384i5_373_PLT_4_195757_R2.fastq","373","4"
"567","z0195770","z0195770_Mnov_GTseek_024_375_PLT_4_R1.fastq","GTseek_024_384i5_375_PLT_4_195770_R1.fastq","375","4"
"568","z0195770","z0195770_Mnov_GTseek_024_375_PLT_4_R2.fastq","GTseek_024_384i5_375_PLT_4_195770_R2.fastq","375","4"
"569","z0195780","z0195780_Mnov_GTseek_024_377_PLT_4_R1.fastq","GTseek_024_384i5_377_PLT_4_195780_R1.fastq","377","4"
"570","z0195780","z0195780_Mnov_GTseek_024_377_PLT_4_R2.fastq","GTseek_024_384i5_377_PLT_4_195780_R2.fastq","377","4"
"571","z0196709","z0196709_Mnov_GTseek_024_379_PLT_4_R1.fastq","GTseek_024_384i5_379_PLT_4_196709_R1.fastq","379","4"
"572","z0196709","z0196709_Mnov_GTseek_024_379_PLT_4_R2.fastq","GTseek_024_384i5_379_PLT_4_196709_R2.fastq","379","4"
"573","z0196711","z0196711_Mnov_GTseek_024_381_PLT_4_R1.fastq","GTseek_024_384i5_381_PLT_4_196711_R1.fastq","381","4"
"574","z0196711","z0196711_Mnov_GTseek_024_381_PLT_4_R2.fastq","GTseek_024_384i5_381_PLT_4_196711_R2.fastq","381","4"
"575","z0196727","z0196727_Mnov_GTseek_024_383_PLT_4_R1.fastq","GTseek_024_384i5_383_PLT_4_196727_R1.fastq","383","4"
"576","z0196727","z0196727_Mnov_GTseek_024_383_PLT_4_R2.fastq","GTseek_024_384i5_383_PLT_4_196727_R2.fastq","383","4"
"577","z0196731","z0196731_Mnov_GTseek_025_193_PLT_5_R1.fastq","GTseek_025_384i5_193_PLT_5_196731_R1.fastq","193","5"
"578","z0196731","z0196731_Mnov_GTseek_025_193_PLT_5_R2.fastq","GTseek_025_384i5_193_PLT_5_196731_R2.fastq","193","5"
"579","z0196732","z0196732_Mnov_GTseek_025_195_PLT_5_R1.fastq","GTseek_025_384i5_195_PLT_5_196732_R1.fastq","195","5"
"580","z0196732","z0196732_Mnov_GTseek_025_195_PLT_5_R2.fastq","GTseek_025_384i5_195_PLT_5_196732_R2.fastq","195","5"
"581","z0196736","z0196736_Mnov_GTseek_025_197_PLT_5_R1.fastq","GTseek_025_384i5_197_PLT_5_196736_R1.fastq","197","5"
"582","z0196736","z0196736_Mnov_GTseek_025_197_PLT_5_R2.fastq","GTseek_025_384i5_197_PLT_5_196736_R2.fastq","197","5"
"583","z0196737","z0196737_Mnov_GTseek_025_199_PLT_5_R1.fastq","GTseek_025_384i5_199_PLT_5_196737_R1.fastq","199","5"
"584","z0196737","z0196737_Mnov_GTseek_025_199_PLT_5_R2.fastq","GTseek_025_384i5_199_PLT_5_196737_R2.fastq","199","5"
"585","z0196738","z0196738_Mnov_GTseek_025_201_PLT_5_R1.fastq","GTseek_025_384i5_201_PLT_5_196738_R1.fastq","201","5"
"586","z0196738","z0196738_Mnov_GTseek_025_201_PLT_5_R2.fastq","GTseek_025_384i5_201_PLT_5_196738_R2.fastq","201","5"
"587","z0196739","z0196739_Mnov_GTseek_025_203_PLT_5_R1.fastq","GTseek_025_384i5_203_PLT_5_196739_R1.fastq","203","5"
"588","z0196739","z0196739_Mnov_GTseek_025_203_PLT_5_R2.fastq","GTseek_025_384i5_203_PLT_5_196739_R2.fastq","203","5"
"589","z0196741","z0196741_Mnov_GTseek_025_205_PLT_5_R1.fastq","GTseek_025_384i5_205_PLT_5_196741_R1.fastq","205","5"
"590","z0196741","z0196741_Mnov_GTseek_025_205_PLT_5_R2.fastq","GTseek_025_384i5_205_PLT_5_196741_R2.fastq","205","5"
"591","z0196742","z0196742_Mnov_GTseek_025_207_PLT_5_R1.fastq","GTseek_025_384i5_207_PLT_5_196742_R1.fastq","207","5"
"592","z0196742","z0196742_Mnov_GTseek_025_207_PLT_5_R2.fastq","GTseek_025_384i5_207_PLT_5_196742_R2.fastq","207","5"
"593","z0196743","z0196743_Mnov_GTseek_025_209_PLT_5_R1.fastq","GTseek_025_384i5_209_PLT_5_196743_R1.fastq","209","5"
"594","z0196743","z0196743_Mnov_GTseek_025_209_PLT_5_R2.fastq","GTseek_025_384i5_209_PLT_5_196743_R2.fastq","209","5"
"595","z0196744","z0196744_Mnov_GTseek_025_211_PLT_5_R1.fastq","GTseek_025_384i5_211_PLT_5_196744_R1.fastq","211","5"
"596","z0196744","z0196744_Mnov_GTseek_025_211_PLT_5_R2.fastq","GTseek_025_384i5_211_PLT_5_196744_R2.fastq","211","5"
"597","z0196747","z0196747_Mnov_GTseek_025_213_PLT_5_R1.fastq","GTseek_025_384i5_213_PLT_5_196747_R1.fastq","213","5"
"598","z0196747","z0196747_Mnov_GTseek_025_213_PLT_5_R2.fastq","GTseek_025_384i5_213_PLT_5_196747_R2.fastq","213","5"
"599","z0196748","z0196748_Mnov_GTseek_025_215_PLT_5_R1.fastq","GTseek_025_384i5_215_PLT_5_196748_R1.fastq","215","5"
"600","z0196748","z0196748_Mnov_GTseek_025_215_PLT_5_R2.fastq","GTseek_025_384i5_215_PLT_5_196748_R2.fastq","215","5"
"601","z0196749","z0196749_Mnov_GTseek_025_217_PLT_5_R1.fastq","GTseek_025_384i5_217_PLT_5_196749_R1.fastq","217","5"
"602","z0196749","z0196749_Mnov_GTseek_025_217_PLT_5_R2.fastq","GTseek_025_384i5_217_PLT_5_196749_R2.fastq","217","5"
"603","z0196750","z0196750_Mnov_GTseek_025_219_PLT_5_R1.fastq","GTseek_025_384i5_219_PLT_5_196750_R1.fastq","219","5"
"604","z0196750","z0196750_Mnov_GTseek_025_219_PLT_5_R2.fastq","GTseek_025_384i5_219_PLT_5_196750_R2.fastq","219","5"
"605","z0196751","z0196751_Mnov_GTseek_025_221_PLT_5_R1.fastq","GTseek_025_384i5_221_PLT_5_196751_R1.fastq","221","5"
"606","z0196751","z0196751_Mnov_GTseek_025_221_PLT_5_R2.fastq","GTseek_025_384i5_221_PLT_5_196751_R2.fastq","221","5"
"607","z0196752","z0196752_Mnov_GTseek_025_223_PLT_5_R1.fastq","GTseek_025_384i5_223_PLT_5_196752_R1.fastq","223","5"
"608","z0196752","z0196752_Mnov_GTseek_025_223_PLT_5_R2.fastq","GTseek_025_384i5_223_PLT_5_196752_R2.fastq","223","5"
"609","z0196753","z0196753_Mnov_GTseek_025_225_PLT_5_R1.fastq","GTseek_025_384i5_225_PLT_5_196753_R1.fastq","225","5"
"610","z0196753","z0196753_Mnov_GTseek_025_225_PLT_5_R2.fastq","GTseek_025_384i5_225_PLT_5_196753_R2.fastq","225","5"
"611","z0196754","z0196754_Mnov_GTseek_025_227_PLT_5_R1.fastq","GTseek_025_384i5_227_PLT_5_196754_R1.fastq","227","5"
"612","z0196754","z0196754_Mnov_GTseek_025_227_PLT_5_R2.fastq","GTseek_025_384i5_227_PLT_5_196754_R2.fastq","227","5"
"613","z0196755","z0196755_Mnov_GTseek_025_229_PLT_5_R1.fastq","GTseek_025_384i5_229_PLT_5_196755_R1.fastq","229","5"
"614","z0196755","z0196755_Mnov_GTseek_025_229_PLT_5_R2.fastq","GTseek_025_384i5_229_PLT_5_196755_R2.fastq","229","5"
"615","z0196756","z0196756_Mnov_GTseek_025_231_PLT_5_R1.fastq","GTseek_025_384i5_231_PLT_5_196756_R1.fastq","231","5"
"616","z0196756","z0196756_Mnov_GTseek_025_231_PLT_5_R2.fastq","GTseek_025_384i5_231_PLT_5_196756_R2.fastq","231","5"
"617","z0196757","z0196757_Mnov_GTseek_025_233_PLT_5_R1.fastq","GTseek_025_384i5_233_PLT_5_196757_R1.fastq","233","5"
"618","z0196757","z0196757_Mnov_GTseek_025_233_PLT_5_R2.fastq","GTseek_025_384i5_233_PLT_5_196757_R2.fastq","233","5"
"619","z0196758","z0196758_Mnov_GTseek_025_235_PLT_5_R1.fastq","GTseek_025_384i5_235_PLT_5_196758_R1.fastq","235","5"
"620","z0196758","z0196758_Mnov_GTseek_025_235_PLT_5_R2.fastq","GTseek_025_384i5_235_PLT_5_196758_R2.fastq","235","5"
"621","z0196759","z0196759_Mnov_GTseek_025_237_PLT_5_R1.fastq","GTseek_025_384i5_237_PLT_5_196759_R1.fastq","237","5"
"622","z0196759","z0196759_Mnov_GTseek_025_237_PLT_5_R2.fastq","GTseek_025_384i5_237_PLT_5_196759_R2.fastq","237","5"
"623","z0196760","z0196760_Mnov_GTseek_025_239_PLT_5_R1.fastq","GTseek_025_384i5_239_PLT_5_196760_R1.fastq","239","5"
"624","z0196760","z0196760_Mnov_GTseek_025_239_PLT_5_R2.fastq","GTseek_025_384i5_239_PLT_5_196760_R2.fastq","239","5"
"625","z0196761","z0196761_Mnov_GTseek_025_241_PLT_5_R1.fastq","GTseek_025_384i5_241_PLT_5_196761_R1.fastq","241","5"
"626","z0196761","z0196761_Mnov_GTseek_025_241_PLT_5_R2.fastq","GTseek_025_384i5_241_PLT_5_196761_R2.fastq","241","5"
"627","z0196762","z0196762_Mnov_GTseek_025_243_PLT_5_R1.fastq","GTseek_025_384i5_243_PLT_5_196762_R1.fastq","243","5"
