"","AnimalID","LABID.x","Duplicate1","Duplicate2","Duplicate3","Herd","all.2021.data.herds","SEX","HAP","mito.haps","USE","GTseq.stratum","Optimization.sample","Main.run","Latitude","Longitude","YR","SOURCE","Contact","Notes","Permission.requested","Permission.received","Photo.Need.permission","Photo.Have.permission","LABID.y","Concentration","Dried.down"
"486","195776",195776,NA,NA,NA,NA,NA,"F","Aminus",NA,"CCES",NA,NA,"x",42.2273,-124.5849,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195776,21.02,""
"487","195777",195777,NA,NA,NA,NA,NA,"F","Aminus",NA,"CCES",NA,NA,"x",42.2088,-124.5865,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195777,30.5,""
"488","196755",196755,NA,NA,NA,NA,NA,"F","Aminus",NA,"CCES",NA,NA,"x",37.8364,-122.7989,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196755,83.79,""
"489","196858",196858,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",48.432,-124.6771,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196858,91.07,""
"490","196859",196859,NA,NA,NA,NA,NA,"F","Aminus",NA,"CCES",NA,NA,"x",48.4369,-124.6922,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196859,182.68,""
"491","196862",196862,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",48.2735,-124.1272,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196862,149.51,""
"492","196865",196865,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",48.4288,-124.681,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196865,124.62,""
"493","196886",196886,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",40.9481,-124.4032,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196886,63.97,""
"494","197659",197659,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",36.6584,-121.9472,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",197659,18.85,""
"495","197660",197660,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",36.6584,-121.9472,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",197660,9.71,""
"496","197671",197671,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",37.493,-122.5397,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",197671,17.84,""
"497","197673",197673,NA,NA,NA,NA,NA,"M","Aminus",NA,"CCES",NA,NA,"x",37.4592,-122.5151,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",197673,29.68,""
"498","175364",175364,NA,NA,NA,"RevMex",NA,"M","Aplus","MnMito03","mito",NA,NA,"x",47.9181,-124.2913,2008,"BIOPSY-CASCADIA","John","Low concentration, but trying it","3-Nov-21","Yes, collaborator",NA,"Cascadia match pre-HW",175364,5.62111,""
"499","195643",195643,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",48.4558,-124.9914,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195643,37.28,""
"500","195644",195644,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.4559,-124.9965,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195644,53.61,""
"501","195651",195651,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.4645,-125.0154,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195651,31.97,""
"502","195653",195653,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.3542,-125.3579,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195653,42.03,""
"503","195657",195657,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.0171,-125.416,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195657,19.04,""
"504","195664",195664,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",47.9666,-125.4564,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195664,30.37,""
"505","195671",195671,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",47.9477,-125.5445,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195671,41.51,""
"506","195677",195677,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",47.957,-125.6333,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195677,16.11,""
"507","195678",195678,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.0102,-125.6281,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195678,34.44,""
"508","195679",195679,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.0115,-125.6291,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195679,46.84,""
"509","195681",195681,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",48.0721,-125.6495,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195681,44.33,""
"510","195684",195684,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",48.1456,-125.7152,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195684,35.35,""
"511","195689",195689,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",47.5064,-124.881,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195689,48.89,""
"512","195696",195696,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",46.3904,-124.5094,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195696,297.48,""
"513","195697",195697,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",46.0134,-124.4502,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195697,251.79,""
"514","195703",195703,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",43.6477,-124.8767,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195703,95.04,""
"515","195707",195707,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",43.732,-124.3769,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195707,171.28,""
"516","195720",195720,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",43.7879,-124.4676,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195720,39.69,""
"517","195729",195729,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",43.6539,-124.4428,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195729,68.79,""
"518","195738",195738,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",43.6484,-124.3907,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195738,122.42,""
"519","195741",195741,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",43.6527,-124.3665,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195741,21.7,""
"520","195748",195748,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",43.404,-124.5665,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195748,125.48,""
"521","195755",195755,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",43.6357,-124.4114,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195755,69.53,""
"522","195770",195770,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",42.4141,-124.5004,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195770,33.27,""
"523","195771",195771,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",42.4133,-124.5045,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195771,29.43,""
"524","195772",195772,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",42.1897,-124.4492,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195772,14.08,""
"525","195775",195775,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",42.2829,-124.4542,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195775,14.4,""
"526","196721",196721,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",38.2542,-123.2624,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196721,17.21,""
"527","196742",196742,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",37.4891,-122.7857,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196742,186.88,""
"528","196748",196748,NA,NA,NA,NA,NA,"M","Aplus",NA,"CCES",NA,NA,"x",37.6388,-122.6452,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196748,101.45,""
"529","196773",196773,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",37.5997,-122.6806,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196773,42.5,""
"530","196854",196854,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",48.4347,-124.6867,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196854,128.62,""
"531","196861",196861,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",48.2699,-124.1307,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196861,150.5,""
"532","196892",196892,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",40.8798,-124.4068,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196892,34.58,""
"533","196895",196895,NA,NA,NA,NA,NA,"F","Aplus",NA,"CCES",NA,NA,"x",39.9579,-124.1289,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196895,99.69,""
"534","175950",175950,NA,NA,NA,NA,NA,"F","E1","MnMito10","mito",NA,NA,"x",NA,NA,2016,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"Cascadia match pre-HW",175950,24.23,""
"535","195665",195665,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",47.956,-125.5396,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195665,56.99,""
"536","195672",195672,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",47.9454,-125.5395,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195672,27.34,""
"537","195709",195709,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",43.7381,-124.409,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195709,124.42,""
"538","195710",195710,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",43.7475,-124.4251,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195710,265.34,""
"539","195750",195750,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",43.2135,-124.5884,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195750,19.92,""
"540","195757",195757,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",43.6346,-124.4297,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195757,47.1,""
"541","195759",195759,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",43.7015,-124.371,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195759,28.38,""
"542","195761",195761,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",43.6887,-124.3509,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195761,18.5,""
"543","195773",195773,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",42.2539,-124.4549,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195773,36.7,""
"544","195781",195781,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",40.6033,-124.512,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195781,16.54,""
"545","195782",195782,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",40.603,-124.5098,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195782,33.16,""
"546","196709",196709,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",36.8017,-121.7997,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196709,107.26,""
"547","196714",196714,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",36.8035,-121.8005,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196714,109.56,""
"548","196718",196718,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",36.7996,-121.8248,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196718,108.82,""
"549","196726",196726,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",37.5119,-122.5859,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196726,102.15,""
"550","196727",196727,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",37.5471,-122.6112,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196727,179.4,""
"551","196728",196728,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",37.5876,-122.7458,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196728,157.8,""
"552","196737",196737,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",37.6549,-122.751,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196737,89.34,""
"553","196741",196741,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",37.4847,-122.7818,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196741,86.21,""
"554","196750",196750,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",37.6458,-122.666,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196750,122.41,""
"555","196756",196756,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",37.8888,-122.8366,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196756,76.83,""
"556","196761",196761,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",37.9202,-122.8679,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196761,113.01,""
"557","196762",196762,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",37.4841,-122.6645,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196762,72.2,""
"558","196777",196777,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",37.2354,-122.6071,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196777,79.39,""
"559","196805",196805,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",36.7863,-121.844,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196805,95.91,""
"560","196812",196812,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",36.8266,-121.8399,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196812,41.98,""
"561","196830",196830,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",36.8,-121.8158,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196830,96.53,""
"562","196833",196833,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",36.805,-121.8048,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196833,106.45,""
"563","196839",196839,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",35.374,-120.8889,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196839,47.52,""
"564","196840",196840,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",35.368,-120.8909,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196840,32.08,""
"565","196848",196848,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",34.3505,-120.2374,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196848,194.67,""
"566","196850",196850,NA,NA,NA,NA,NA,"M","E1_E11",NA,"CCES",NA,NA,"x",34.3707,-120.099,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196850,91.37,""
"567","196888",196888,NA,NA,NA,NA,NA,"F","E1_E11",NA,"CCES",NA,NA,"x",40.7514,-124.4809,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196888,16.93,""
"568","51906",51906,NA,NA,NA,"Baja",NA,"M","E10","MnMito15","mito",NA,NA,"x",41.833333,-124.45,2005,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"Cascadia match pre-HW",51906,12.51,""
"569","195733",195733,NA,NA,NA,NA,NA,"F","E10",NA,"CCES",NA,NA,"x",43.6116,-124.5184,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195733,127.42,""
"570","195736",195736,NA,NA,NA,NA,NA,"M","E13",NA,"CCES",NA,NA,"x",43.6025,-124.5127,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195736,30.28,""
"571","195742",195742,NA,NA,NA,NA,NA,"F","E13",NA,"CCES",NA,NA,"x",43.6623,-124.344,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195742,162.36,""
"572","195786",195786,NA,NA,NA,NA,NA,"F","E13",NA,"CCES",NA,NA,"x",40.6063,-124.4958,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195786,35.95,""
"573","195787",195787,NA,NA,NA,NA,NA,"F","E13",NA,"CCES",NA,NA,"x",40.6073,-124.5019,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195787,20.39,""
"574","196887",196887,NA,NA,NA,NA,NA,"F","E13",NA,"CCES",NA,NA,"x",40.9459,-124.4144,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196887,28.24,""
"575","195730",195730,NA,NA,NA,NA,NA,"F","E15",NA,"CCES",NA,NA,"x",43.6558,-124.4496,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195730,212.86,""
"576","196749",196749,NA,NA,NA,NA,NA,"M","E15",NA,"CCES",NA,NA,"x",37.6384,-122.6475,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196749,68.25,""
"577","195650",195650,NA,NA,NA,NA,NA,"F","E2",NA,"CCES",NA,NA,"x",48.458,-125.0518,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195650,45.77,""
"578","195693",195693,NA,NA,NA,NA,NA,"M","E2",NA,"CCES",NA,NA,"x",46.9436,-124.7352,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195693,69.87,""
"579","195763",195763,NA,NA,NA,NA,NA,"F","E2",NA,"CCES",NA,NA,"x",43.7124,-124.328,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195763,54.37,""
"580","196707",196707,NA,NA,NA,NA,NA,"F","E3",NA,"CCES",NA,NA,"x",36.8026,-121.7996,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196707,110.47,""
"581","45352",45352,NA,NA,NA,"Baja",NA,"F","E4","MnMito22","mito",NA,NA,"x",36.883333,-122.333333,2004,"CASCADIA RESEARCH","John",NA,"3-Nov-21","Yes, collaborator",NA,"Cascadia match pre-HW",45352,118.36,""
"582","195673",195673,NA,NA,NA,NA,NA,"F","E4",NA,"CCES",NA,NA,"x",47.9655,-125.5435,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195673,19.1,""
"583","195682",195682,NA,NA,NA,NA,NA,"F","E4",NA,"CCES",NA,NA,"x",48.0889,-125.6515,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195682,45.31,""
"584","196860",196860,NA,NA,NA,NA,NA,"M","E4",NA,"CCES",NA,NA,"x",48.4364,-124.7006,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196860,137.33,""
"585","195734",195734,NA,NA,NA,NA,NA,"M","E5",NA,"CCES",NA,NA,"x",43.5975,-124.5105,2018,"BIOPSY-SWFSC-CCES","Jeff","Low concentration, but trying it","2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195734,5.72,""
"586","196738",196738,NA,NA,NA,NA,NA,"M","E5",NA,"CCES",NA,NA,"x",37.4979,-122.645,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196738,57.67,""
"587","196757",196757,NA,NA,NA,NA,NA,"F","E5",NA,"CCES",NA,NA,"x",37.8855,-122.8459,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196757,19.75,""
"588","196800",196800,NA,NA,NA,NA,NA,"M","E5",NA,"CCES",NA,NA,"x",36.796,-121.8255,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196800,43.57,""
"589","196831",196831,NA,NA,NA,NA,NA,"F","E5",NA,"CCES",NA,NA,"x",36.8,-121.81,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196831,118.82,""
"590","197679",197679,NA,NA,NA,NA,NA,"M","E5",NA,"CCES",NA,NA,"x",37.448,-122.8991,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",197679,14.27,""
"591","195713",195713,NA,NA,NA,NA,NA,"F","E6",NA,"CCES",NA,NA,"x",43.7434,-124.4173,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195713,106.56,""
"592","195739",195739,NA,NA,NA,NA,NA,"M","E6",NA,"CCES",NA,NA,"x",43.6473,-124.378,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195739,96.58,""
"593","196768",196768,NA,NA,NA,NA,NA,"M","E6",NA,"CCES",NA,NA,"x",37.5589,-122.7559,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196768,52.63,""
