"","AnimalID","LABID.x","Duplicate1","Duplicate2","Duplicate3","Herd","all.2021.data.herds","SEX","HAP","mito.haps","USE","GTseq.stratum","Optimization.sample","Main.run","Latitude","Longitude","YR","SOURCE","Contact","Notes","Permission.requested","Permission.received","Photo.Need.permission","Photo.Have.permission","LABID.y","Concentration","Dried.down"
"594","195662",195662,NA,NA,NA,NA,NA,"F","E7",NA,"CCES",NA,NA,"x",48.0257,-125.2463,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195662,50.12,""
"595","195695",195695,NA,NA,NA,NA,NA,"M","E7",NA,"CCES",NA,NA,"x",45.9184,-124.3784,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195695,64.76,""
"596","196723",196723,NA,NA,NA,NA,NA,"F","E7",NA,"CCES",NA,NA,"x",37.993,-123.473,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196723,94.36,""
"597","196778",196778,NA,NA,NA,NA,NA,"M","E7",NA,"CCES",NA,NA,"x",37.23,-122.5887,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196778,82.83,""
"598","195706",195706,NA,NA,NA,NA,NA,"M","E8",NA,"CCES",NA,NA,"x",43.7227,-124.3305,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195706,143.66,""
"599","196747",196747,NA,NA,NA,NA,NA,"M","F1",NA,"CCES",NA,NA,"x",37.2844,-122.5544,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196747,37.76,""
"600","196889",196889,NA,NA,NA,NA,NA,"F","F1",NA,"CCES",NA,NA,"x",40.6523,-124.4547,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196889,36.23,""
"601","196891",196891,NA,NA,NA,NA,NA,"M","F1",NA,"CCES",NA,NA,"x",40.8872,-124.4052,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196891,44.47,""
"602","195646",195646,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",48.4565,-125.0101,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195646,59.45,""
"603","195712",195712,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.7458,-124.4261,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195712,119.3,""
"604","195714",195714,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.7385,-124.4181,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195714,117.48,""
"605","195717",195717,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",43.7852,-124.4586,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195717,149.28,""
"606","195721",195721,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.6553,-124.4843,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195721,22.71,""
"607","195722",195722,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",43.6475,-124.4735,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195722,245.97,""
"608","195727",195727,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.7023,-124.4392,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195727,83.93,""
"609","195735",195735,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.6017,-124.5111,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195735,134,""
"610","195743",195743,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.6635,-124.3352,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195743,166.98,""
"611","195756",195756,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",43.6349,-124.4098,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195756,28.74,""
"612","195769",195769,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",42.4167,-124.5177,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195769,41.64,""
"613","195778",195778,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",42.1255,-124.5731,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195778,22.04,""
"614","195780",195780,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",40.6023,-124.513,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195780,16.61,""
"615","195791",195791,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",32.588333,-118.076666,2018,"ENTANGLED-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195791,69.42,""
"616","196708",196708,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",36.8076,-121.8024,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196708,80.68,""
"617","196711",196711,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",36.7405,-121.8757,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196711,97.95,""
"618","196722",196722,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",38.0358,-123.5129,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196722,153.84,""
"619","196732",196732,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",37.5947,-122.7905,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196732,89.19,""
"620","196759",196759,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",37.9219,-122.8701,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196759,41.73,""
"621","196765",196765,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",37.5381,-122.6881,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196765,46.22,""
"622","196767",196767,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",37.5691,-122.7058,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196767,82.12,""
"623","196770",196770,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",37.6035,-122.8152,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196770,60.86,""
"624","196772",196772,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",37.5737,-122.6989,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196772,38.42,""
"625","196775",196775,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",37.3645,-122.5692,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196775,89.49,""
"626","196781",196781,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",36.835,-121.9795,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196781,59.75,""
"627","196793",196793,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",36.7711,-121.8637,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196793,69.38,""
"628","196806",196806,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",36.8894,-122.1651,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196806,97.3,""
"629","196826",196826,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",36.8023,-121.8087,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196826,56.1,""
"630","196832",196832,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",36.8037,-121.8012,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",196832,32.76,""
"631","196842",196842,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",35.3635,-120.8852,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196842,86.94,""
"632","196844",196844,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",34.1568,-120.0764,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196844,72.49,""
"633","196845",196845,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",34.1101,-120.1429,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196845,54.9,""
"634","196846",196846,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",34.1081,-120.1438,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196846,37.43,""
"635","196847",196847,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",34.0884,-120.1789,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196847,83.89,""
"636","196851",196851,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",40.8624,-124.2632,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196851,67.25,""
"637","196863",196863,NA,NA,NA,NA,NA,"M","F2",NA,"CCES",NA,NA,"x",48.429,-124.6542,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196863,142.62,""
"638","197667",197667,NA,NA,NA,NA,NA,"F","F2",NA,"CCES",NA,NA,"x",36.7927,-121.9511,2018,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"NA - no winter photo",197667,30.65,""
"639","49019",49019,NA,NA,NA,NA,NA,"M","F3","MnMito41","mito",NA,NA,"x",37.6,-123.083333,2005,"BIOPSY-SWFSC-PICEAS","Jay",NA,"2-Nov-21","3-Nov-21",NA,"Cascadia match pre-HW",49019,11.63,""
"640","195779",195779,NA,NA,NA,NA,NA,"M","F3",NA,"CCES",NA,NA,"x",40.7154,-124.4858,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195779,47.74,""
"641","49020",49020,NA,NA,NA,NA,NA,"M","F6","MnMito43","mito",NA,NA,"x",37.55,-123.15,2005,"BIOPSY-SWFSC-PICEAS","Jay",NA,"2-Nov-21","3-Nov-21",NA,"Cascadia match pre-HW",49020,30.8,""
"642","196744",196744,NA,NA,NA,NA,NA,"F","F6",NA,"CCES",NA,NA,"x",37.3815,-122.6829,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",196744,42.9,""
"643","195686",195686,NA,NA,NA,NA,NA,"M","Mnov_1_E4",NA,"CCES",NA,NA,"x",48.1827,-125.6768,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195686,58.02,""
"644","195708",195708,NA,NA,NA,NA,NA,"M","Mnov_2_E6",NA,"CCES",NA,NA,"x",43.7375,-124.4145,2018,"BIOPSY-SWFSC-CCES","Jeff",NA,"2-Nov-21","2-Nov-21",NA,"NA - no winter photo",195708,133.78,""
"645","51808",63092,"51808",NA,NA,NA,"OG-Rus","M","E1",NA,NA,"OG-Rus",NA,"x",27.116666,142.15,2005,"BIOPSY-JAPAN-SPLASH",NA,"Added 1.10.22",NA,NA,NA,"SPLASH match",63092,106.464,""
"646","63342",63342,NA,NA,NA,NA,"OK","M","Aplus",NA,"ddRAD.OK","OK","x","x",26.15,127.216666,2006,"SLOUGHED-JAPAN-SPLASH","Manami Yamaguchi",NA,NA,NA,NA,"NA - no winter photo",63342,16.27,""
"647","63269",63269,NA,NA,NA,NA,"OK","F","E1",NA,"ddRAD.OK","OK","x","x",26.7,127.733333,2005,"BIOPSY-JAPAN-SPLASH","Manami Yamaguchi",NA,NA,NA,NA,"NA - no winter photo",63269,107.94,""
"648","63273",63273,NA,NA,NA,NA,"OK","M","E1",NA,"ddRAD.OK","OK","x","x",26.65,127.683333,2006,"BIOPSY-JAPAN-SPLASH","Manami Yamaguchi",NA,NA,NA,NA,"NA - no winter photo",63273,120.59,""
"649","63275",63275,NA,NA,NA,NA,"OK","F","E11",NA,"ddRAD.OK","OK","x","x",26.683333,127.716666,2006,"BIOPSY-JAPAN-SPLASH","Manami Yamaguchi",NA,NA,NA,NA,"NA - no winter photo",63275,47.89,""
"650","63328",63328,NA,NA,NA,NA,"OK","F","E5",NA,"ddRAD.OK","OK","x","x",26.716666,127.733333,2006,"BIOPSY-JAPAN-SPLASH","Manami Yamaguchi",NA,NA,NA,NA,"NA - no winter photo",63328,69.93,""
"651","51813",63304,"51813",NA,NA,NA,"OK-Rus","M","E8",NA,NA,"OK-Rus",NA,"x",26.766666,127.616666,2006,"BIOPSY-JAPAN-SPLASH",NA,"Added Dec15",NA,NA,NA,"SPLASH match",63304,38.4433,""
"652","55996",55996,NA,NA,NA,NA,"Rev","M","A3",NA,"ddRAD.REV","Rev","x","x",18.716666,-110.916666,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"NA - no winter photo",55996,126.14,""
"653","12702",12702,NA,NA,NA,"RevMex","Rev","M","Aminus","MnMito02","mito","Rev","x","x",48.433333,-125.5,1998,"BIOPSY-CASCADIA","John",NA,"3-Nov-21","Yes, collaborator",NA,"Cascadia match pre-HW",12702,86.82,""
"654","55997",55997,NA,NA,NA,NA,"Rev","M","Aminus",NA,"ddRAD.REV","Rev","x","x",18.85,-111,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"NA - no winter photo",55997,113.58,""
"655","56034",56034,NA,NA,NA,NA,"Rev","M","E1",NA,"ddRAD.REV","Rev","x","x",18.7,-110.983333,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"NA - no winter photo",56034,29.54,""
"656","55962",55962,NA,NA,NA,NA,"REV-EAI/Ber","M","Aplus",NA,NA,"REV-EAI/Ber",NA,"x",18.716666,-110.966666,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55962,42.6813,""
"657","55903",55903,NA,NA,NA,NA,"REV-EAI/Ber","F","E3",NA,NA,"REV-EAI/Ber",NA,"x",18.7,-110.933333,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55903,21.5842,""
"658","43839",55941,"43839",NA,NA,NA,"REV-EAI/Ber","F","F2",NA,"X","REV-EAI/Ber",NA,"x",18.716666,-110.916666,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",43839,23.3113,""
"659","56012",56012,NA,NA,NA,NA,"Rev-other","F","A3",NA,NA,"Rev-other",NA,"x",18.833333,-110.95,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"660","55895",55895,NA,NA,NA,NA,"Rev-other","F","Aminus",NA,NA,"Rev-other",NA,"x",18.733333,-111,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"661","55896",55896,NA,NA,NA,NA,"Rev-other","M","Aminus",NA,NA,"Rev-other",NA,"x",18.733333,-111,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"662","55932",55932,NA,NA,NA,NA,"Rev-other","M","Aminus",NA,NA,"Rev-other",NA,"x",NA,NA,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"663","55936",55936,NA,NA,NA,NA,"Rev-other","M","Aminus",NA,NA,"Rev-other",NA,"x",18.75,-110.9,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"664","55986",55986,NA,NA,NA,NA,"Rev-other","F","Aminus",NA,NA,"Rev-other",NA,"x",18.833333,-111.05,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"665","55884",55884,NA,NA,NA,NA,"Rev-other","M","Aplus",NA,NA,"Rev-other",NA,"x",18.716666,-110.95,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"666","55963",55963,NA,NA,NA,NA,"Rev-other","M","Aplus",NA,NA,"Rev-other",NA,"x",18.733333,-110.966666,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"667","55965",55965,NA,NA,NA,NA,"Rev-other","M","Aplus",NA,NA,"Rev-other",NA,"x",NA,NA,NA,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"668","56001",56001,NA,NA,NA,NA,"Rev-other","M","Aplus",NA,NA,"Rev-other",NA,"x",18.8,-111.05,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"669","56011",56011,NA,NA,NA,NA,"Rev-other","M","Aplus",NA,NA,"Rev-other",NA,"x",18.866666,-110.983333,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"670","55915",55915,NA,NA,NA,NA,"Rev-other","M","E1",NA,NA,"Rev-other",NA,"x",18.883333,-110.966666,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"671","55947",55947,NA,NA,NA,NA,"Rev-other","M","E1",NA,NA,"Rev-other",NA,"x",18.7,-110.916666,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"672","56010",56010,NA,NA,NA,NA,"Rev-other","M","E1",NA,NA,"Rev-other",NA,"x",18.866666,-110.983333,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"673","55909",55909,NA,NA,NA,NA,"Rev-other","F","E3",NA,NA,"Rev-other",NA,"x",18.766666,-111.033333,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"674","55957",55957,NA,NA,NA,NA,"Rev-other","M","E3",NA,NA,"Rev-other",NA,"x",18.733333,-111,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"675","55970",55970,NA,NA,NA,NA,"Rev-other","M","E3",NA,NA,"Rev-other",NA,"x",NA,NA,NA,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"676","56029",56029,NA,NA,NA,NA,"Rev-other","M","E3",NA,NA,"Rev-other",NA,"x",18.816666,-111.05,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"677","55928",55928,NA,NA,NA,NA,"Rev-other","F","E5",NA,NA,"Rev-other",NA,"x",18.7,-110.9,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"678","55910",55910,NA,NA,NA,NA,"Rev-other","M","E6",NA,NA,"Rev-other",NA,"x",18.733333,-110.983333,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"679","55948",55948,NA,NA,NA,NA,"Rev-other","F","E6",NA,NA,"Rev-other",NA,"x",NA,NA,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"680","55990",55990,NA,NA,NA,NA,"Rev-other","M","E6",NA,NA,"Rev-other",NA,"x",18.7,-110.933333,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"681","56337",56337,NA,NA,NA,NA,"Rev-other","M","F1",NA,NA,"Rev-other",NA,"x",23.216666,-109.366666,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"682","55959",55959,NA,NA,NA,NA,"Rev-other","M","F2",NA,NA,"Rev-other",NA,"x",18.85,-110.983333,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"NA - no herd assigned",NA,NA,NA
"683","43526",43526,NA,NA,NA,NA,"REV-SEAK/NBC","M","Aminus",NA,NA,"REV-SEAK/NBC",NA,"x",58.266666,-138.133333,2004,"BIOPSY-SWFSC-SPLASH","Jay","Added Nov 24",NA,NA,"Pamela Martinez-Loustalot",NA,43526,122.498,""
"684","30033",30033,"56020",207758,NA,NA,"MnMx/Rev-SEAK","M","Aplus",NA,NA,"REV-SEAK/NBC",NA,"x",58.566666,-136.116666,2002,"BIOPSY-AK-GBNP","Chris Gabriele",NA,NA,NA,NA,"Nico, SPLASH match",56020,12.1731,"X"
"685","52846",52846,NA,NA,NA,NA,"REV-SEAK/NBC","F","Aplus",NA,NA,"REV-SEAK/NBC",NA,"x",57.216666,-133.983333,2005,"BIOPSY-SPLASH-STRALEY","Jan Straley",NA,NA,"Yes, collaborator","Luis Medrano, Salvatore Cerchio",NA,52846,16.4631,""
"686","55945",55945,NA,NA,NA,NA,"Rev-SEAK/NBC","F","Aplus",NA,NA,"Rev-SEAK/NBC",NA,"x",18.716666,-110.95,2004,"BIOPSY-MEXICO-SPLASH",NA,"bonus",NA,NA,NA,"SPLASH match",NA,NA,NA
"687","43716",43716,NA,NA,NA,NA,"REV-WGOA/NGOA","M","A3",NA,NA,"REV-WGOA/NGOA",NA,"x",54.866666,-161.066666,2004,"BIOPSY-SWFSC-SPLASH",NA,"Added Nov 24",NA,NA,NA,"SPLASH match",43716,14.2008,"X"
"688","43650",55889,"43650",NA,NA,NA,"Rev-WGOA/NGOA","M","A3",NA,"X","Rev-WGOA/NGOA",NA,"x",18.733333,-111,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",43650,9.20286,""
"689","55944",55944,NA,NA,NA,NA,"REV-WGOA/NGOA","M","A3",NA,NA,"REV-WGOA/NGOA",NA,"x",18.716666,-110.966666,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55944,54.6738,""
"690","55977",55977,NA,NA,NA,NA,"REV-WGOA/NGOA","M","A3",NA,NA,"REV-WGOA/NGOA",NA,"x",NA,NA,NA,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55977,38.7369,""
"691","55931",55931,NA,NA,NA,NA,"REV-WGOA/NGOA","M","Aminus",NA,NA,"REV-WGOA/NGOA",NA,"x",18.7,-110.9,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55931,16.8724,""
"692","43979",43979,NA,NA,NA,NA,"REV-WGOA/NGOA","M","Aplus",NA,NA,"REV-WGOA/NGOA",NA,"x",58.2,-151.15,2004,"BIOPSY-SWFSC-SPLASH","Jay",NA,"2-Nov-21","3-Nov-21",NA,"SPLASH match",43979,9.37647,""
"693","43666",55886,"43666",NA,NA,NA,"Rev-WGOA/NGOA","M","Aplus",NA,"X","Rev-WGOA/NGOA",NA,"x",18.75,-110.9,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",43666,18.9846,"X"
"694","55908",55908,NA,NA,NA,NA,"REV-WGOA/NGOA","M","Aplus",NA,NA,"REV-WGOA/NGOA",NA,"x",18.716666,-110.95,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55908,45.4905,""
"695","55971",55971,NA,NA,NA,NA,"REV-WGOA/NGOA","F","Aplus",NA,NA,"REV-WGOA/NGOA",NA,"x",NA,NA,NA,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55971,11.9563,""
"696","43724",43724,NA,NA,NA,NA,"REV-WGOA/NGOA","M","E1",NA,NA,"REV-WGOA/NGOA",NA,"x",54.65,-161.633333,2004,"BIOPSY-SWFSC-SPLASH","Jay",NA,"2-Nov-21","3-Nov-21",NA,"SPLASH match",43724,10.5639,"X"
"697","43891",43891,NA,NA,NA,NA,"REV-WGOA/NGOA","F","E1",NA,NA,"REV-WGOA/NGOA",NA,"x",54.483333,-163.433333,2004,"BIOPSY-SWFSC-SPLASH",NA,"Added Nov 24",NA,NA,NA,"SPLASH match",43891,35.4649,""
"698","55916",55916,NA,NA,NA,NA,"REV-WGOA/NGOA","F","E1",NA,NA,"REV-WGOA/NGOA",NA,"x",18.883333,-110.966666,2004,"BIOPSY-MEXICO-SPLASH","Jorge",NA,"3-Nov-21","3-Nov-21",NA,"SPLASH match",55916,33.6645,""
"699","55999",55999,NA,NA,NA,NA,"REV-WGOA/NGOA","M","E1",NA,NA,"REV-WGOA/NGOA",NA,"x",18.783333,-111.05,2004,"BIOPSY-MEXICO-SPLASH",NA,"Added Nov 29",NA,NA,NA,"SPLASH match",55999,28.989,""
"700","55912",55912,NA,NA,NA,NA,"REV-WGOA/NGOA","M","E3",NA,NA,"REV-WGOA/NGOA",NA,"x",18.716666,-110.9,2004,"BIOPSY-MEXICO-SPLASH",NA,"Added Nov 29",NA,NA,NA,"SPLASH match",55912,36.5951,""
